node_1,node_2,edge,chunk_id,node_3,relation,count
black empowerment,american racism,"In 2018, a world home to both the Movement for Black Lives and a president who identifies white supremacists as fine people, we are given a movie about Black empowerment where the only redeemed Blacks are African nobles safeguard virtue and goodness against the threat not of white Americans or Europeans, but a Black American. Killmonger's anger at American racism is understandable in this context.",46dc26bf9d7b4c2c8c843c98f225f828,,,4
black empowerment,killmonger,"In 2018, a world home to both the Movement for Black Lives and a president who identifies white supremacists as fine people, we are given a movie about Black empowerment where the only redeemed Blacks are African nobles safeguard virtue and goodness against the threat not of white Americans or Europeans, but a Black American. Killmonger's anger at American racism and T'Chaka's ""cruelty"" is understandable in this context.",46dc26bf9d7b4c2c8c843c98f225f828,,,4
black panther,best picture,Black Panther received a nomination for Best Picture at the 91st Academy Awards.,2e646b362cf846868f69faf434898aa4,,,4
black panther,best original song,Black Panther received a nomination for Best Original Song at the 91st Academy Awards.,2e646b362cf846868f69faf434898aa4,,,4
black panther,best sound editing,Black Panther received a nomination for Best Sound Editing at the 91st Academy Awards.,2e646b362cf846868f69faf434898aa4,,,4
black panther,best sound mixing,Black Panther received a nomination for Best Sound Mixing at the 91st Academy Awards.,2e646b362cf846868f69faf434898aa4,,,4
black panther,best costume design,Black Panther won Best Costume Design at the 91st Academy Awards.,2e646b362cf846868f69faf434898aa4,,,4
black panther,best production design,Black Panther won Best Production Design at the 91st Academy Awards.,2e646b362cf846868f69faf434898aa4,,,4
black panther,best original score,Black Panther won Best Original Score at the 91st Academy Awards.,2e646b362cf846868f69faf434898aa4,,,4
black panther,british academy film award,The British Academy Film Award was an award that Black Panther won in 2018.,2e646b362cf846868f69faf434898aa4,,,4
black panther,critics' choice movie awards,"Black Panther received a total of twelve Critics' Choice Movie Awards in 2018, winning three.",2e646b362cf846868f69faf434898aa4,,,4
black panther,golden globe award for best motion picture – drama,Black Panther received a nomination for the Golden Globe Award for Best Motion Picture – Drama in 2018.,2e646b362cf846868f69faf434898aa4,,,4
black panther,top entertainment google search of 2018,"In 2018, Black Panther was the top entertainment Google Search along with another entity.",2e646b362cf846868f69faf434898aa4,,,4
black panther,oscar campaign,"By late August 2018, Disney hired Academy Award campaign strategist Cynthia Swartz to create a nomination campaign on behalf of the film for the 91st Academy Awards. The campaign was focused to highlight 'the film’s creative accomplishments and the global impact it made' in the hopes of receiving a Best Picture nomination.",878eea3c172e42a49486fdc5979c5fb7,,,4
black panther,noteworthy budget for awards season,Marvel Studios said to have given the film a noteworthy budget for the awards season,878eea3c172e42a49486fdc5979c5fb7,,,4
black panther,auteur-driven superhero movie possessing a deep significance both to its director and to people historically underrepresented in hollywood films.,Glenn Whipp of the Los Angeles Times felt the 'blueprint' for the film’s Best Picture campaign was to 'communicate to Oscar voters that this is an auteur-driven superhero movie possessing a deep significance both to its director and to people historically underrepresented in Hollywood films.',878eea3c172e42a49486fdc5979c5fb7,,,4
black panther,phenomenon,"Reminding the Oscar voters 'Black Panther wasn’t just a movie, it was a phenomenon' would help the film earn a nomination.",878eea3c172e42a49486fdc5979c5fb7,,,4
black panther,good movies,Oscar campaign consultant said voters 'want to reward good movies and they also want to reward movies that say something significant',878eea3c172e42a49486fdc5979c5fb7,,,4
black panther,best picture nomination,Consultants believed that Black Panther could bolster its chances for a Best Picture nomination if it earned multiple nominations in the craft award categories.,0b6d22a55bcc458ea1fe1a4aa5c51ead,,,4
voters,reward good movies and want to reward movies that say something significant and make the industry look good.,"Another said voters ""want to reward good movies and they also want to reward movies that say something significant and make the industry look good""",0b6d22a55bcc458ea1fe1a4aa5c51ead,,,4
ryan coogler,best cinematography nomination,Whipp believed that Morrison's cinematography in Black Panther had the possibility to be nominated for Best Cinematography.,0b6d22a55bcc458ea1fe1a4aa5c51ead,,,4
hannah beachler,best production design nomination,Whipp believed that Beachler's production design in Black Panther had the possibility to be nominated for Best Production Design.,0b6d22a55bcc458ea1fe1a4aa5c51ead,,,4
ludwig göransson,best original song nomination,"Lamar's song ""All the Stars"" from Black Panther had the possibility to earn Ludwig Göransson a Best Original Song nomination, according to Whipp.",0b6d22a55bcc458ea1fe1a4aa5c51ead,,,4
michael b. jordan,best supporting actor nomination,"Some people considered Jordan's performance in Black Panther worthy of a Best Supporting Actor nomination, but he did not make the cut.",0b6d22a55bcc458ea1fe1a4aa5c51ead,,,4
ryan coogler,best director nomination,"Some people thought that Coogler's direction in Black Panther was deserving of a Best Director nomination, but he did not make the cut.",0b6d22a55bcc458ea1fe1a4aa5c51ead,,,4
black panther,best picture,"Black Panther was ultimately nominated for seven Academy Awards, including Best Picture,",85737b1709b74e649b8696ed6950f80f,,,4
ruth e. carter,best costume design,Beachler's nomination for Best Production Design was the first for an African American.,85737b1709b74e649b8696ed6950f80f,,,4
hannah beachler,best production design,"Black Panther was ultimately nominated for seven Academy Awards, including Best Production Design,",85737b1709b74e649b8696ed6950f80f,,,4
ludwig göransson,best original score,"Black Panther was ultimately nominated for seven Academy Awards, including Best Original Score (for 'All the Stars'),",85737b1709b74e649b8696ed6950f80f,,,4
mark spearman,best sound editing,"Black Panther was ultimately nominated for seven Academy Awards, including Best Sound Editing,",85737b1709b74e649b8696ed6950f80f,,,4
steve boeddeker,best sound mixing,"Black Panther was ultimately nominated for seven Academy Awards, including Best Sound Mixing,",85737b1709b74e649b8696ed6950f80f,,,4
n'jadaka / erik killmonger,michael b. jordan,Played by Michael B. Jordan in Black Panther.,85737b1709b74e649b8696ed6950f80f,,,4
t'challa / black panther,chadwick boseman,Played by Chadwick Boseman in Black Panther. Boseman died from colon cancer.,85737b1709b74e649b8696ed6950f80f,,,4
nakia,lupita nyong'o,Nyong'o played the role of Nakia in Black Panther and will reprise her role in Black Panther: Wakanda Forever.,85737b1709b74e649b8696ed6950f80f,,,4
shuri,letitia wright,Wright played the role of Shuri in Black Panther and will have a more prominent role in Black Panther: Wakanda Forever.,85737b1709b74e649b8696ed6950f80f,,,4
erik killmonger,michael b. jordan,Played by Michael B. Jordan in Black Panther.,85737b1709b74e649b8696ed6950f80f,,,4
t'challa / black panther,chadwick boseman,Boseman played the role of T'Challa / Black Panther in Black Panther and will not be recast due to his death from colon cancer.,85737b1709b74e649b8696ed6950f80f,,,4
namor,tenoch huerta,Cast as Namor in Black Panther: Wakanda Forever.,85737b1709b74e649b8696ed6950f80f,,,4
wakanda,drama series,"In February 2021, a drama series set in Wakanda was revealed to be in development from Coogler for Disney+, as part of the larger overall deal between Coogler's production company Proximity Media and Walt Disney Television.",6a34c4e63ccf4c9690cf623593e3c17a,,,4
coogler,drama series,"In February 2021, a drama series set in Wakanda was revealed to be in development from Coogler for Disney+, as part of the larger overall deal between Coogler's production company Proximity Media and Walt Disney Television.",6a34c4e63ccf4c9690cf623593e3c17a,,,4
proximity media,drama series,"In February 2021, a drama series set in Wakanda was revealed to be in development from Coogler for Disney+, as part of the larger overall deal between Coogler's production company Proximity Media and Walt Disney Television.",6a34c4e63ccf4c9690cf623593e3c17a,,,4
walt disney television,drama series,"In February 2021, a drama series set in Wakanda was revealed to be in development from Coogler for Disney+, as part of the larger overall deal between Coogler's production company Proximity Media and Walt Disney Television.",6a34c4e63ccf4c9690cf623593e3c17a,,,4
okoye,drama series,"By May 2021, Gurira had signed a deal to reprise her role as Okoye in the series, which was said to be an origin spin-off for the character.",6a34c4e63ccf4c9690cf623593e3c17a,,,4
gurira,drama series,"By May 2021, Gurira had signed a deal to reprise her role as Okoye in the series, which was said to be an origin spin-off for the character.",6a34c4e63ccf4c9690cf623593e3c17a,,,4
okoye,drama series,"In January 2023, Gurira confirmed there had been discussions surrounding an Okoye-led series.",6a34c4e63ccf4c9690cf623593e3c17a,,,4
